oferta_id,idioma_nombre,idioma_key
2a5cdb78124786b4575b026c55b24f,Inglés,216df59d4dca0cc05c7678221afc6c97
37f20908494b80bb140c3a298c375e,Inglés,216df59d4dca0cc05c7678221afc6c97
e4d6a657284be78d13e38bf98867fe,Inglés,216df59d4dca0cc05c7678221afc6c97
5c8fcde7b745fc9a7e9fccbb67557d,Inglés,216df59d4dca0cc05c7678221afc6c97
62ae87c3d74638a5a43117410baf58,Inglés,216df59d4dca0cc05c7678221afc6c97
48c61c4ba74a2abcfac8efec5587aa,Inglés,216df59d4dca0cc05c7678221afc6c97
c000408e5a4cbfa4717797c09f2f66,Inglés,216df59d4dca0cc05c7678221afc6c97
c000408e5a4cbfa4717797c09f2f66,Español,de92bbe05815c4eb756acb5897baa99c
a5eb378ee9474c90614dd5b0e78f78,Catalán,556b72c736a95cf0df525527a236a079
a5eb378ee9474c90614dd5b0e78f78,Español,de92bbe05815c4eb756acb5897baa99c
064911cfd349ceb7b69c99613b4320,Inglés,216df59d4dca0cc05c7678221afc6c97
f4203e5d984d07b55fa63bb31569fd,Español,de92bbe05815c4eb756acb5897baa99c
05610e36de4834842dfca024f8137d,Inglés,216df59d4dca0cc05c7678221afc6c97
aaf158f10e46d2b1afedae96277161,Español,de92bbe05815c4eb756acb5897baa99c
aaf158f10e46d2b1afedae96277161,Inglés,216df59d4dca0cc05c7678221afc6c97
033ce3988f4ca5870e10a3e395e9b7,Inglés,216df59d4dca0cc05c7678221afc6c97
803fa84ddf49898a7331fce44df682,Español,de92bbe05815c4eb756acb5897baa99c
92cf7bbe3e4a53ab215cad5b6e86f4,Inglés,216df59d4dca0cc05c7678221afc6c97
92cf7bbe3e4a53ab215cad5b6e86f4,Alemán,240c83491e8c44aa21f11069d5e3d862
92cf7bbe3e4a53ab215cad5b6e86f4,Español,de92bbe05815c4eb756acb5897baa99c
1034a5d4b34d30ac7a27f7b8a7f469,Inglés,216df59d4dca0cc05c7678221afc6c97
8131a7f75e4a7b902b10d3a0c08dae,Inglés,216df59d4dca0cc05c7678221afc6c97
61e9e76d32430cb85e316565d5def5,Español,de92bbe05815c4eb756acb5897baa99c
f5f2c207984196bea5ad51ba40633d,Catalán,556b72c736a95cf0df525527a236a079
f5f2c207984196bea5ad51ba40633d,Español,de92bbe05815c4eb756acb5897baa99c
eeb081ee8347f194332f6727802f94,Inglés,216df59d4dca0cc05c7678221afc6c97
5c969accbb4caaa0a0d011243e0480,Catalán,556b72c736a95cf0df525527a236a079
5c969accbb4caaa0a0d011243e0480,Español,de92bbe05815c4eb756acb5897baa99c
d24c97a6dd49db9f875f8068852316,Español,de92bbe05815c4eb756acb5897baa99c
a1c74891d9418ca594c26f98a9693a,Inglés,216df59d4dca0cc05c7678221afc6c97
ac5d448fce48cb83cb16a201fc95e2,Español,de92bbe05815c4eb756acb5897baa99c
04221eacbf40cb8d26c7aa63373e3b,Español,de92bbe05815c4eb756acb5897baa99c
04221eacbf40cb8d26c7aa63373e3b,Catalán,556b72c736a95cf0df525527a236a079
04221eacbf40cb8d26c7aa63373e3b,Inglés,216df59d4dca0cc05c7678221afc6c97
3d2682569a4dba82fb2a5d7dcadbf3,Español,de92bbe05815c4eb756acb5897baa99c
3d2682569a4dba82fb2a5d7dcadbf3,Catalán,556b72c736a95cf0df525527a236a079
3d2682569a4dba82fb2a5d7dcadbf3,Inglés,216df59d4dca0cc05c7678221afc6c97
f9a408cfc34950a9b182a0c0c46ea8,Inglés,216df59d4dca0cc05c7678221afc6c97
da7c313c2d44d0b89355372017721a,Español,de92bbe05815c4eb756acb5897baa99c
5b6ae22ec04d5799dd8b1180eb818a,Español,de92bbe05815c4eb756acb5897baa99c
372f0ef7e4453188a5db47368f3cd0,Español,de92bbe05815c4eb756acb5897baa99c
e16ee0d6eb445eb93c53bc62ca4917,Español,de92bbe05815c4eb756acb5897baa99c
66e9b12d39446495ebb4844f8b2319,Español,de92bbe05815c4eb756acb5897baa99c
6aebb32df044a3b977efa8eeb98aa3,Español,de92bbe05815c4eb756acb5897baa99c
6aebb32df044a3b977efa8eeb98aa3,Catalán,556b72c736a95cf0df525527a236a079
c53e172a5e4157884204cbc7f9a119,Español,de92bbe05815c4eb756acb5897baa99c
7a424912f24d809c639a1d1fbda96c,Inglés,216df59d4dca0cc05c7678221afc6c97
247c6d535443a4be224e3fb50d600d,Español,de92bbe05815c4eb756acb5897baa99c
306e2c44a048d7a72aabfb887619a1,Inglés,216df59d4dca0cc05c7678221afc6c97
